match_name,url,match_country,venue,team1_name,team1_score,team2_name,team2_score,pid,name,team_name,out_by,runs_scored,balls_faced,fours,sixes,strike_rate,overs,maiden,runs_given,wickets,no_balls,wide_balls,CROST,extras
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,11808,Shubman Gill,India,c Labuschagne b Starc,20,31,3,0,64.52,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,10276,Ishan Kishan,India,lbw b Stoinis,3,8,0,0,37.50,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,1413,Virat Kohli,India,lbw b Starc,4,9,1,0,44.44,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,7915,Suryakumar Yadav,India,lbw b Starc,0,1,0,0,0.00,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,8733,KL Rahul,India,not out,75,91,7,1,82.42,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,9647,Hardik Pandya,India,c Green b Stoinis,25,31,3,1,80.65,5,0,29,1,0,1,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,587,Ravindra Jadeja,India,not out,45,69,5,0,65.22,9,0,46,2,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,8683,Thakur,India,None,-1,0,0,0,0,2,0,12,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,8292,Kuldeep Yadav,India,None,-1,0,0,0,0,8,1,48,1,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,10808,Siraj,India,None,-1,0,0,0,0,5.4,1,29,3,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,7909,Shami,India,None,-1,0,0,0,0,6,2,17,3,0,2,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,8497,Head,Australia,b Siraj,5,10,1,0,50.00,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,6250,Mitchell Marsh,Australia,c Siraj b Ravindra Jadeja,81,65,10,5,124.62,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,2250,Steven Smith,Australia,c Rahul b Hardik Pandya,22,30,4,0,73.33,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,10182,Labuschagne,Australia,c Ravindra Jadeja b Kuldeep Yadav,15,22,1,0,68.18,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,10637,Josh Inglis,Australia,b Shami,26,27,1,1,96.30,0,0,0,0,0,0,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,7662,Glenn Maxwell,Australia,c Hardik Pandya b Ravindra Jadeja,8,10,1,0,80.00,2,0,7,0,0,1,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,12225,Cameron Green,Australia,b Shami,12,19,0,0,63.16,6,0,35,0,0,2,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,8989,Marcus Stoinis,Australia,c Shubman Gill b Shami,5,8,1,0,62.50,7,1,27,2,1,1,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,8136,Sean Abbott,Australia,c Shubman Gill b Siraj,0,7,0,0,0.00,9,0,31,0,0,1,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,7710,Mitchell Starc,Australia,not out,4,10,1,0,40.00,9.5,0,49,3,0,4,0,0
"India vs Australia, 1st ODI",60035/ind-vs-aus-1st-odi-australia-tour-of-india-2023,india-2023,"Wankhede Stadium, Mumbai",Australia,188,India,191,8642,Adam Zampa,Australia,c Rahul b Siraj,0,6,0,0,0.00,6,0,37,0,0,4,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,576,Rohit,India,c Steven Smith b Starc,13,15,2,0,86.67,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,11808,Shubman Gill,India,c Labuschagne b Starc,0,2,0,0,0.00,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,1413,Kohli,India,lbw b Nathan Ellis,31,35,4,0,88.57,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,7915,Suryakumar Yadav,India,lbw b Starc,0,1,0,0,0.00,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,8733,Rahul,India,lbw b Starc,9,12,1,0,75.00,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,9647,Hardik Pandya,India,c Steven Smith b Abbott,1,3,0,0,33.33,1,0,18,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,587,Ravindra Jadeja,India,c Alex Carey b Nathan Ellis,16,39,1,0,41.03,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,8808,Axar Patel,India,not out,29,29,1,2,100.00,3,0,25,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,8292,Kuldeep Yadav,India,c Head b Abbott,4,17,0,0,23.53,1,0,12,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,10808,Mohammed Siraj,India,b Starc,0,3,0,0,0.00,3,0,37,0,0,1,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,7909,Mohammed Shami,India,c Alex Carey b Abbott,0,1,0,0,0.00,3,0,29,0,0,3,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,8497,Travis Head,Australia,not out,51,30,10,0,170.00,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,6250,Mitchell Marsh,Australia,not out,66,36,6,6,183.33,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,2250,,,None,-1,0,0,0,0,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,10182,,,None,-1,0,0,0,0,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,9200,,,None,-1,0,0,0,0,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,12225,Green,Australia,None,-1,0,0,0,0,5,0,20,0,0,1,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,8989,,,None,-1,0,0,0,0,0,0,0,0,0,0,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,8136,Abbott,Australia,None,-1,0,0,0,0,6,0,23,3,0,2,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,15480,Nathan Ellis,Australia,None,-1,0,0,0,0,5,0,13,2,1,3,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,7710,Starc,Australia,None,-1,0,0,0,0,8,1,53,5,0,5,0,0
"India vs Australia, 2nd ODI",60037/ind-vs-aus-2nd-odi-australia-tour-of-india-2023,india-2023,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",India,117,Australia,121,8642,Zampa,Australia,None,-1,0,0,0,0,2,0,6,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,576,Rohit Sharma,India,c Starc b Abbott,30,17,2,2,176.47,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,11808,Shubman Gill,India,lbw b Zampa,37,49,4,1,75.51,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,1413,Virat Kohli,India,c Warner b Agar,54,72,2,1,75.00,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,7915,Suryakumar Yadav,India,b Agar,0,1,0,0,0.00,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8733,KL Rahul,India,c Abbott b Zampa,32,50,2,1,64.00,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,9647,Hardik Pandya,India,c Steven Smith b Zampa,40,40,3,1,100.00,8,0,44,3,0,1,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,587,Ravindra Jadeja,India,c Stoinis b Zampa,18,33,1,0,54.55,10,0,34,0,0,1,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8808,Axar Patel,India,run out (Steven Smith/Alex Carey),2,4,0,0,50.00,8,0,57,2,1,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8292,Kuldeep Yadav,India,run out (Stoinis/Alex Carey),6,15,0,0,40.00,10,1,56,3,0,5,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,7909,Mohammed Shami,India,b Stoinis,14,10,1,1,140.00,6,0,37,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,10808,Mohammed Siraj,India,not out,3,5,0,0,60.00,7,1,37,2,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,1739,Warner,Australia,c Hardik Pandya b Kuldeep Yadav,23,31,1,0,74.19,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8497,Head,Australia,c Kuldeep Yadav b Hardik Pandya,33,31,4,2,106.45,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,6250,Mitchell Marsh,Australia,b Hardik Pandya,47,47,8,1,100.00,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,2250,Steven Smith,Australia,c Rahul b Hardik Pandya,0,3,0,0,0.00,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,10182,Labuschagne,Australia,c Shubman Gill b Kuldeep Yadav,28,45,1,1,62.22,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,9200,Alex Carey,Australia,b Kuldeep Yadav,38,46,2,1,82.61,0,0,0,0,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8989,Marcus Stoinis,Australia,c Shubman Gill b Axar,25,26,3,0,96.15,9.1,0,43,1,1,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8508,Ashton Agar,Australia,c Axar b Siraj,17,21,0,1,80.95,10,0,41,2,0,0,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8136,Sean Abbott,Australia,b Axar,26,23,2,1,113.04,10,0,50,1,0,1,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,7710,Mitchell Starc,Australia,c Ravindra Jadeja b Siraj,10,11,0,1,90.91,10,0,67,0,0,8,0,0
"India vs Australia, 3rd ODI",60042/ind-vs-aus-3rd-odi-australia-tour-of-india-2023,india-2023,"MA Chidambaram Stadium, Chennai",Australia,269,India,248,8642,Adam Zampa,Australia,not out,10,11,1,0,90.91,10,0,45,4,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,576,Rohit,India,c Daryl Mitchell b Tickner,34,38,4,2,89.47,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,11808,Shubman Gill,India,c Glenn Phillips b Shipley,208,149,19,9,139.60,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,1413,Kohli,India,b Santner,8,10,1,0,80.00,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10276,Ishan Kishan,India,c Latham b Lockie Ferguson,5,14,0,0,35.71,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,7915,Suryakumar Yadav,India,c Santner b Daryl Mitchell,31,26,4,0,119.23,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,9647,Hardik Pandya,India,b Daryl Mitchell,28,38,3,0,73.68,7,0,70,1,0,3,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10945,Washington Sundar,India,lbw b Shipley,12,14,0,0,85.71,7,0,50,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,8683,Shardul Thakur,India,run out (Santner/Latham),3,3,0,0,100.00,7.2,0,54,2,0,7,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,8292,Kuldeep Yadav,India,not out,5,6,0,0,83.33,8,1,43,2,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,7909,Mohammed Shami,India,not out,2,2,0,0,100.00,10,1,69,1,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10808,Mohammed Siraj,India,None,-1,0,0,0,0,10,2,46,4,0,4,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,11172,Finn Allen,New Zealand,c (sub)Shahbaz Ahmed b Thakur,40,39,7,1,102.56,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,9838,Devon Conway,New Zealand,c Kuldeep Yadav b Siraj,10,16,2,0,62.50,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10694,Henry Nicholls,New Zealand,b Kuldeep Yadav,18,31,3,0,58.06,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10713,Daryl Mitchell,New Zealand,lbw b Kuldeep Yadav,9,12,0,0,75.00,5,0,30,2,0,3,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,8216,Tom Latham,New Zealand,c Washington Sundar b Siraj,24,46,3,0,52.17,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10693,Glenn Phillips,New Zealand,b Shami,11,20,0,1,55.00,0,0,0,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,9551,Michael Bracewell,New Zealand,lbw b Thakur,140,78,12,10,179.49,6,0,43,0,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10100,Mitchell Santner,New Zealand,c Suryakumar Yadav b Siraj,57,45,7,1,126.67,10,0,56,1,0,1,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,11145,Henry Shipley,New Zealand,b Siraj,0,1,0,0,0.00,9,0,74,2,0,5,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10692,Lockie Ferguson,New Zealand,c Shubman Gill b Hardik Pandya,8,7,1,0,114.29,10,0,77,1,0,0,0,0
"India vs New Zealand, 1st ODI",59981/ind-vs-nz-1st-odi-new-zealand-tour-of-india-2023,india-2023,"Rajiv Gandhi International Stadium, Hyderabad",India,349,New Zealand,337,10730,Blair Tickner,New Zealand,not out,1,1,0,0,100.00,10,0,69,1,0,4,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,576,Rohit Sharma,India,lbw b Shipley,51,50,7,2,102.00,0,0,0,0,0,0,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,11808,Shubman Gill,India,not out,40,53,6,0,75.47,0,0,0,0,0,0,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,1413,Virat Kohli,India,st Latham b Santner,11,9,2,0,122.22,0,0,0,0,0,0,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,10276,Ishan Kishan,India,not out,8,9,2,0,88.89,0,0,0,0,0,0,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,7915,,,None,-1,0,0,0,0,0,0,0,0,0,0,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,9647,Hardik Pandya,India,None,-1,0,0,0,0,6,3,16,2,0,1,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,10945,Washington Sundar,India,None,-1,0,0,0,0,3,1,7,2,0,0,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,8683,Thakur,India,None,-1,0,0,0,0,6,1,26,1,0,1,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,8292,Kuldeep Yadav,India,None,-1,0,0,0,0,7.3,0,29,1,0,0,0,0
"India vs New Zealand, 2nd ODI",59986/ind-vs-nz-2nd-odi-new-zealand-tour-of-india-2023,india-2023,"Shaheed Veer Narayan Singh International Stadium, Raipur",New Zealand,108,India,111,7909,Shami,India,None,-1,0,0,0,0,6,1,18,3,0,3,0,0
